name,first_funding_at,last_funding_at,relationships,funding_rounds,funding_total_usd,milestones,avg_participants,is_top500,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,company_age_days,days_to_first_funding,funding_duration_days,avg_funding_per_round,funding_efficiency,milestone_efficiency,log_funding_total,funding_intensity,relationship_density,is_successful
KOTURA,2005-09-07,2009-11-05,4,3,27690547,1,4.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,7799,615,1520,9230182.333333334,6922636.75,0.04683292729837159,17.136601685489413,0.14049878189511475,0.18733170919348635,1
Auvitek International,2006-05-09,2006-05-09,32,1,9000000,0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7739,799,0,9000000.0,281250.0,0.0,16.012735246411598,0.047196020157643105,1.5102726450445794,0
Outright,2008-11-01,2009-11-18,12,2,7500000,3,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6186,153,382,3750000.0,625000.0,0.17713385063045586,15.830413711839864,0.11808923375363724,0.7085354025218235,1
Phurnace Software,2007-09-11,2008-07-01,9,2,10000000,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6703,253,294,5000000.0,1111111.111111111,0.054490526629867225,16.118095750958314,0.10898105325973445,0.490414739668805,1
FastSoft,2007-06-11,2012-09-04,7,4,5965000,1,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7068,526,1912,1491250.0,852142.8571428572,0.05167657045840407,15.601419781158732,0.20670628183361628,0.3617359932088285,1
GrandCentral,2006-01-01,2006-01-01,9,1,4000000,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6978,0,0,4000000.0,444444.44444444444,0.20937231298366293,15.201805169084134,0.05234307824591573,0.47108770421324164,1
Speedshape,2008-02-20,2008-02-20,2,1,5000000,1,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8164,1876,0,5000000.0,2500000.0,0.0447390984811367,15.424948670398354,0.0447390984811367,0.0894781969622734,0
BlueLithium,2005-02-01,2005-02-01,15,1,11500000,2,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7799,397,0,11500000.0,766666.6666666666,0.09366585459674318,16.257857680289998,0.04683292729837159,0.7024939094755738,1
Media Chaperone,2010-01-14,2011-02-24,2,2,1050000,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5972,378,406,525000.0,525000.0,0.06116041527126591,13.864301674514206,0.12232083054253182,0.12232083054253182,0
Giant Realm,2008-03-01,2008-05-08,13,2,5500000,2,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6703,425,68,2750000.0,423076.92307692306,0.10898105325973445,15.520258832020865,0.10898105325973445,0.7083768461882739,1
Invite Media,2007-12-01,2009-12-01,17,3,5000000,4,1.6667,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,6672,303,731,1666666.6666666667,294117.64705882355,0.2189748201438849,15.424948670398354,0.16423111510791366,0.9306429856115107,1
UpMo,2009-12-13,2011-08-17,11,2,3700000,3,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5242,0,612,1850000.0,336363.63636363635,0.20903281190385348,15.123843647884687,0.1393552079359023,0.7664536436474628,0
Appscio,2007-03-20,2009-01-03,4,2,7000000,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7068,443,655,3500000.0,1750000.0,0.0,15.76142084987672,0.10335314091680814,0.20670628183361628,0
Eons,2006-04-01,2007-03-01,14,2,32000000,4,3.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7433,455,334,16000000.0,2285714.285714286,0.19655589936768467,17.281246492014,0.09827794968384233,0.6879456477868963,0
LocaModa,2007-09-18,2011-03-25,8,3,7900000,2,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6703,260,1284,2633333.3333333335,987500.0,0.10898105325973445,15.882373444019521,0.16347157988960168,0.4359242130389378,1
Meraki,2006-12-01,2012-07-10,16,5,80000000,3,2.25,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,6978,244,2048,16000000.0,5000000.0,0.15702923473774721,18.197537205138154,0.2617153912295787,0.8374892519346517,1
MPOWER Mobile,2009-10-28,2009-10-28,1,1,5000000,1,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7433,1761,0,5000000.0,5000000.0,0.04913897484192117,15.424948670398354,0.04913897484192117,0.04913897484192117,0
Haute Secure,2007-01-01,2009-03-09,5,2,2100000,3,1.5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,7068,365,798,1050000.0,420000.0,0.1550297113752122,14.557448378884015,0.10335314091680814,0.25838285229202035,1
Intelliworks,2005-02-14,2009-04-24,6,4,22250000,1,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7464,75,1530,5562500.0,3708333.3333333335,0.04893488745980708,16.917852611520342,0.1957395498392283,0.29360932475884244,1
Meridian,2011-09-14,2012-08-30,6,2,1975000,2,3.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,5183,197,351,987500.0,329166.6666666667,0.140941539648852,14.496079462646344,0.140941539648852,0.42282461894655604,1
Kluster,2008-01-01,2008-01-01,0,1,1000000,2,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6338,0,0,1000000.0,0.0,0.1152571789207952,13.815511557963774,0.0576285894603976,0.0,1
International Battery,2010-05-06,2010-05-06,0,1,35000000,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6338,856,0,35000000.0,0.0,0.0,17.370858648025116,0.0576285894603976,0.0,0
Jingle Networks,2005-10-01,2009-12-28,12,7,88651133,5,3.1667,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,7190,30,1549,12664447.57142857,7387594.416666667,0.25399860917941586,18.300219382280847,0.35559805285118223,0.609596662030598,1
SemEquip,2005-08-04,2005-08-04,3,1,26000000,0,2.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9260,2042,0,26000000.0,8666666.666666666,0.0,17.073607134447293,0.03944384449244061,0.11833153347732182,1
ItsGoinOn,2011-01-01,2011-01-01,3,1,100000,2,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5487,245,0,100000.0,33333.333333333336,0.13313285948605796,11.51293546492023,0.06656642974302898,0.19969928922908692,0
mSnap,2006-06-01,2006-06-01,6,1,5000000,3,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7282,365,0,5000000.0,833333.3333333334,0.1504737709420489,15.424948670398354,0.05015792364734963,0.3009475418840978,1
Biofisica,2006-10-31,2008-04-21,5,2,7300000,0,3.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,9260,2495,538,3650000.0,1460000.0,0.0,15.803385043104912,0.07888768898488122,0.19721922246220303,0
Ardian,2005-01-01,2009-03-23,8,3,64080000,2,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,8164,731,1542,21360000.0,8010000.0,0.0894781969622734,17.97564287632987,0.1342172954434101,0.3579127878490936,1
Tracelytics,2011-11-03,2012-03-22,8,2,5800000,2,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5426,490,140,2900000.0,725000.0,0.13462956137117582,15.573368647930426,0.13462956137117582,0.5385182454847033,1
Canopy Financial,2008-01-01,2009-10-01,6,4,89500000,2,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7799,1461,639,22375000.0,14916666.666666666,0.09366585459674318,18.309749194418266,0.18733170919348635,0.2809975637902295,0
Kyte,2007-07-01,2012-03-01,11,4,23350000,2,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,6734,212,1705,5837500.0,2122727.272727273,0.10847935847935848,16.966107584905732,0.21695871695871696,0.5966364716364716,1
Ounce Labs,2006-06-08,2008-09-16,7,2,13500000,0,2.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8256,1346,831,6750000.0,1928571.4285714286,0.0,16.41820031748273,0.08848110465116278,0.30968386627906974,1
Crossbeam Systems,2007-05-08,2008-02-14,13,2,24500000,2,5.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9260,2684,282,12250000.0,1884615.3846153845,0.07888768898488122,17.01418371633128,0.07888768898488122,0.5127699784017279,1
PacketHop,2005-08-08,2005-08-08,2,1,10000000,1,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8529,1315,0,10000000.0,5000000.0,0.04282448118185016,16.118095750958314,0.04282448118185016,0.08564896236370032,0
Inaura,2005-01-06,2005-01-06,3,1,8500000,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6703,0,0,8500000.0,2833333.3333333335,0.0,15.955576839107596,0.054490526629867225,0.16347157988960168,0
DynaPump,2008-05-29,2008-05-29,0,1,6000000,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12182,5993,0,6000000.0,0.0,0.0,15.607270193858982,0.029982761451321623,0.0,0
Immunet Corporation,2009-11-01,2009-11-01,3,1,2000000,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6156,488,0,2000000.0,666666.6666666666,0.05933235867446394,14.508658238524095,0.05933235867446394,0.17799707602339182,1
CopperEgg Corporation,2011-07-12,2012-05-08,3,2,4100000,2,1.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5456,406,301,2050000.0,1366666.6666666667,0.13388929618768328,15.226497775576945,0.13388929618768328,0.20083394428152493,1
Wink,2005-01-01,2005-01-01,5,1,6200000,4,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7568,135,0,6200000.0,1240000.0,0.19304968287526428,15.64006001130563,0.04826242071881607,0.24131210359408034,1
PopularMedia,2007-02-01,2008-07-28,8,2,12250000,1,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,8164,1492,543,6125000.0,1531250.0,0.0447390984811367,16.32103657658766,0.0894781969622734,0.3579127878490936,1
Miyowa,2006-09-04,2008-05-08,3,2,11725600,2,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,8061,1239,612,5862800.0,3908533.3333333335,0.09062151097878675,16.277285128978708,0.09062151097878675,0.13593226646818013,1
Intrusic,2005-04-25,2006-10-30,1,2,16000000,0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8894,1575,553,8000000.0,16000000.0,0.0,16.588099342704055,0.08213402293681134,0.04106701146840567,0
Dashwire,2009-01-31,2010-12-28,10,3,5056559,2,1.6667,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,6846,904,696,1685519.6666666667,505655.9,0.10670464504820333,15.43619696816912,0.160056967572305,0.5335232252410167,1
Reddit,2005-06-01,2005-06-01,9,1,100000,3,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7433,151,0,100000.0,11111.111111111111,0.1474169245257635,11.51293546492023,0.04913897484192117,0.4422507735772905,1
Pure Digital Technologies,2004-01-01,2008-08-18,11,3,68200000,3,4.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8651,852,1691,22733333.333333332,6200000.0,0.1266616576118368,18.037955137476448,0.1266616576118368,0.46442607791006824,1
Voxify,2005-02-01,2010-04-21,5,3,33000000,1,3.6667,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,8894,1492,1905,11000000.0,6600000.0,0.04106701146840567,17.312018149733785,0.123201034405217,0.20533505734202834,1
EvoApp,2010-10-15,2012-04-20,8,3,3352194,2,9.5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,5972,652,553,1117398.0,419024.25,0.12232083054253182,15.0251259131164,0.18348124581379774,0.48928332217012727,0
Visual Revenue,2011-07-28,2012-01-26,5,2,2212000,2,3.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,5548,514,182,1106000.0,442400.0,0.13166906993511177,14.609408093703827,0.13166906993511177,0.3291726748377794,1
Calibra Medical,2009-11-24,2011-04-15,1,4,19800000,0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,7799,2154,507,4950000.0,19800000.0,0.0,16.801192546169812,0.18733170919348635,0.04683292729837159,1
Offermatic,2010-12-01,2011-03-09,6,2,4500000,2,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5576,303,98,2250000.0,750000.0,0.13100789096126256,15.319588176962746,0.13100789096126256,0.39302367288378764,0
HiWired,2008-01-01,2008-01-02,2,2,14000000,1,1.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7799,1461,1,7000000.0,7000000.0,0.04683292729837159,16.454567959008102,0.09366585459674318,0.09366585459674318,1
DateMyFamily.com,2011-12-01,2011-12-01,4,1,100000,2,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4928,20,0,100000.0,25000.0,0.14823457792207792,11.51293546492023,0.07411728896103896,0.29646915584415584,0
Hyperic,2006-05-10,2007-06-05,4,2,9900000,2,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7799,860,391,4950000.0,2475000.0,0.09366585459674318,16.108045416114916,0.09366585459674318,0.18733170919348635,1
Optimal,2008-01-01,2013-01-22,10,3,7600000,2,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6338,0,1848,2533333.3333333335,760000.0,0.1152571789207952,15.843658936835498,0.17288576838119282,0.5762858946039761,1
SendMeHome.com,2008-07-01,2008-07-01,2,1,50000,1,2.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6156,0,0,50000.0,25000.0,0.05933235867446394,10.819798284210286,0.05933235867446394,0.11866471734892788,0
Q-magic,2007-01-01,2007-01-01,3,1,650000,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6672,0,0,650000.0,216666.66666666666,0.0,13.384729180332174,0.05474370503597122,0.16423111510791366,0
Geodelic Systems,2008-12-01,2010-09-23,8,3,10500000,3,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,6338,335,661,3500000.0,1312500.0,0.17288576838119282,16.166885910365842,0.17288576838119282,0.4610287156831808,0
BlockBeacon,2012-06-21,2012-06-21,12,1,500000,2,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4877,172,0,500000.0,41666.666666666664,0.14978470371129793,13.122365377402328,0.07489235185564896,0.8987082222677876,1
PostPath,2004-12-07,2007-01-16,2,2,24300000,3,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8164,706,770,12150000.0,12150000.0,0.1342172954434101,17.00598694946304,0.0894781969622734,0.0894781969622734,1
Attune Systems,2006-06-27,2006-11-14,6,2,18000000,1,4.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,9625,2734,140,9000000.0,3000000.0,0.037948051948051946,16.705882371415992,0.07589610389610389,0.2276883116883117,0
TokBox,2007-12-26,2010-11-15,27,3,26000000,5,3.6667,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6583,239,1055,8666666.666666666,962962.9629629629,0.2774191098283457,17.073607134447293,0.16645146589700743,1.498063193073067,1
Avega Systems,2007-04-01,2010-01-13,2,2,9500000,0,3.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7433,820,1018,4750000.0,4750000.0,0.0,16.066802461833923,0.09827794968384233,0.09827794968384233,0
Heartscape,2007-04-24,2007-04-24,6,1,16980999,1,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9260,2670,0,16980999.0,2830166.5,0.03944384449244061,16.64760562992844,0.03944384449244061,0.23666306695464365,1
PeerMe,2005-01-01,2005-01-01,2,1,5000000,2,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7799,366,0,5000000.0,2500000.0,0.09366585459674318,15.424948670398354,0.04683292729837159,0.09366585459674318,0
Pacinian,2008-12-01,2008-12-01,3,1,350000,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6613,610,0,350000.0,116666.66666666667,0.0,12.765691290604371,0.05523211855436262,0.16569635566308788,0
neoSaej,2007-03-29,2010-12-21,1,5,13130000,1,2.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7068,452,1363,2626000.0,13130000.0,0.05167657045840407,16.390410322440438,0.25838285229202035,0.05167657045840407,0
Kiha Software,2010-10-28,2010-10-28,1,1,20000000,2,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6338,1031,0,20000000.0,20000000.0,0.1152571789207952,16.811242881518265,0.0576285894603976,0.0576285894603976,0
Vlingo,2006-12-01,2009-09-16,18,3,26500000,4,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,6917,183,1020,8833333.333333334,1472222.2222222222,0.21121873644643632,17.0926553286923,0.15841405233482725,0.9504843140089635,1
Tizor Systems,2005-09-12,2006-02-07,4,2,15000000,0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8529,1350,148,7500000.0,3750000.0,0.0,16.52356082573315,0.08564896236370032,0.17129792472740063,1
Cerona Networks,2006-04-21,2006-04-21,0,1,2600000,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8529,1571,0,2600000.0,0.0,0.0,14.77102238760702,0.04282448118185016,0.0,0
Oorja Protonics,2006-05-25,2010-01-11,1,4,21470000,0,3.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7799,875,1327,5367500.0,21470000.0,0.0,16.882167216431583,0.18733170919348635,0.04683292729837159,0
Hurricane Party,2010-05-01,2010-05-01,5,1,20000,2,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5487,0,0,20000.0,4000.0,0.13313285948605796,9.90353755128617,0.06656642974302898,0.3328321487151449,0
Minekey,2006-12-01,2007-08-01,10,2,3600000,3,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7433,699,243,1800000.0,360000.0,0.1474169245257635,15.096444681204078,0.09827794968384233,0.4913897484192116,0
Blip,2006-03-01,2012-07-30,23,7,27300000,4,2.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,7313,304,2343,3900000.0,1186956.5217391304,0.1997812115410912,17.122397296785223,0.3496171201969096,1.1487419663612746,1
Fabkids,2012-08-02,2012-08-02,8,1,2600000,1,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4877,214,0,2600000.0,325000.0,0.07489235185564896,14.77102238760702,0.07489235185564896,0.5991388148451917,1
CafeBots,2010-10-21,2010-10-21,5,1,5000000,2,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5607,293,0,5000000.0,1000000.0,0.13028357410379882,15.424948670398354,0.06514178705189941,0.32570893525949707,0
Avaak,2008-10-03,2010-03-22,2,2,17000000,2,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7799,1737,535,8500000.0,8500000.0,0.09366585459674318,16.648723960844016,0.09366585459674318,0.09366585459674318,1
Newfield Design,2012-05-14,2012-05-14,0,1,662000,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6338,1595,0,662000.0,0.0,0.0,13.403022345492023,0.0576285894603976,0.0,0
Savored,2010-01-01,2011-01-10,12,2,3750000,2,4.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,5607,0,374,1875000.0,312500.0,0.13028357410379882,15.137266664613225,0.13028357410379882,0.7817014446227929,1
Digg,2005-10-01,2011-07-12,57,4,45000000,8,4.6667,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,7515,355,2110,11250000.0,789473.6842105263,0.38882235528942116,17.622173069956816,0.19441117764471058,2.770359281437126,1
Songza,2011-09-19,2013-09-10,9,2,6700000,4,8.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6399,1418,722,3350000.0,744444.4444444445,0.22831692451945618,15.717618233614914,0.11415846225972809,0.5137130801687764,1
Bigfoot Networks,2006-03-06,2009-11-17,12,3,20750000,2,2.3333,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,7068,64,1352,6916666.666666667,1729166.6666666667,0.10335314091680814,16.84805685283375,0.1550297113752122,0.6201188455008488,1
Kongregate,2007-03-01,2013-07-02,5,4,19000000,0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,7068,424,2315,4750000.0,3800000.0,0.0,16.759949589762293,0.20670628183361628,0.25838285229202035,1
Powerset,2006-05-01,2007-06-01,20,3,22500000,0,4.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6795,0,396,7500000.0,1125000.0,0.0,16.929025911619092,0.16125827814569535,1.075055187637969,1
Kiptronic,2005-11-01,2008-06-05,10,3,7300000,3,2.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,7313,184,947,2433333.3333333335,730000.0,0.14983590865581842,15.803385043104912,0.14983590865581842,0.499453028852728,1
Cozi Group,2005-12-01,2012-12-27,16,7,26390819,3,1.3333,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,7372,273,2583,3770117.0,1649426.1875,0.1486367335865437,17.08852678037267,0.3468190450352686,0.7927292457948997,0
Likewise Software,2009-04-30,2009-04-30,4,1,10000000,0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7494,1641,0,10000000.0,2500000.0,0.0,16.118095750958314,0.04873899119295436,0.19495596477181745,1
Lifestander,2010-10-02,2010-10-02,1,1,31000,1,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5364,31,0,31000.0,31000.0,0.06809284116331096,10.34177474101152,0.06809284116331096,0.06809284116331096,0
Jaxtr,2007-07-01,2008-06-23,16,3,21500000,4,3.3333,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7160,638,358,7166666.666666667,1343750.0,0.20405027932960895,16.88356353960952,0.15303770949720671,0.8162011173184358,1
MX Logic,2006-11-07,2006-11-07,5,1,4000000,1,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8529,1771,0,4000000.0,800000.0,0.04282448118185016,15.201805169084134,0.04282448118185016,0.21412240590925077,1
Metaplace,2007-01-01,2010-03-15,5,3,9400000,4,4.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,6887,184,1169,3133333.3333333335,1880000.0,0.2121388122549731,16.056220353623207,0.15910410919122983,0.2651735153187164,1
TravelMuse,2007-05-01,2009-06-01,9,3,5600000,4,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6598,15,762,1866666.6666666667,622222.2222222222,0.22143073658684448,15.53827733427679,0.16607305244013337,0.49821915732040006,1
Jambool,2008-08-01,2009-08-17,9,2,6000000,2,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6856,731,381,3000000.0,666666.6666666666,0.106549008168028,15.607270193858982,0.106549008168028,0.479470536756126,1
Zipcar,2002-12-20,2010-12-15,35,4,60704370,3,2.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,8956,780,2917,15176092.5,1734410.5714285714,0.12234814649397052,17.92152626332182,0.1631308619919607,1.4273950424296562,1
Hitpost,2010-01-01,2012-04-26,16,3,2000000,2,3.6667,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5882,275,846,666666.6666666666,125000.0,0.12419245154709282,14.508658238524095,0.18628867732063922,0.9935396123767426,1
Home-Account,2009-04-16,2009-07-16,5,2,1000000,3,5.5,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6033,166,91,500000.0,200000.0,0.18162605668821483,13.815511557963774,0.12108403779214322,0.302710094480358,1
PayParade Pictures,2008-12-01,2009-03-13,3,2,200000,2,2.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,6414,411,102,100000.0,66666.66666666667,0.11389148737137511,12.206077645517674,0.11389148737137511,0.17083723105706267,0
Planet Metrics,2008-11-12,2008-11-12,2,1,2300000,2,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6703,681,0,2300000.0,1150000.0,0.10898105325973445,14.648420115681892,0.054490526629867225,0.10898105325973445,0
kwiry,2008-03-20,2008-03-20,5,1,1000000,4,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7068,809,0,1000000.0,200000.0,0.20670628183361628,13.815511557963774,0.05167657045840407,0.25838285229202035,0
imeem,2004-09-01,2009-08-01,13,5,24750000,3,2.4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,7860,305,1795,4950000.0,1903846.1538461538,0.13940839694656487,17.024336087383013,0.23234732824427481,0.6041030534351145,1
Amadesa,2007-12-03,2011-10-05,15,2,12800000,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7299,932,1402,6400000.0,853333.3333333334,0.05004110152075627,16.36495580701484,0.10008220304151254,0.7506165228113441,0
Cast Iron Systems,2005-03-28,2007-07-29,10,2,30500000,1,4.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8894,1547,853,15250000.0,3050000.0,0.04106701146840567,17.233237274364523,0.08213402293681134,0.4106701146840567,1
Aptera,2008-07-25,2011-07-13,3,3,36300000,2,1.5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,8164,2032,1083,12100000.0,12100000.0,0.0894781969622734,17.40732832678329,0.1342172954434101,0.1342172954434101,0
RentJuice,2010-03-04,2011-01-31,7,3,6693782,3,1.6667,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6338,793,333,2231260.6666666665,956254.5714285715,0.17288576838119282,15.716689743138032,0.17288576838119282,0.4034001262227832,1
Verari Systems,2007-06-05,2007-06-05,1,1,20000000,0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10721,4173,0,20000000.0,20000000.0,0.0,16.811242881518265,0.034068650312470854,0.034068650312470854,0
Parascale,2008-06-23,2008-06-23,8,1,11370000,3,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7433,1269,0,11370000.0,1421250.0,0.1474169245257635,16.246488953677463,0.04913897484192117,0.39311179873536933,1
Geni,2007-01-01,2009-01-19,13,3,16500000,4,1.3333,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6917,214,749,5500000.0,1269230.7692307692,0.21121873644643632,16.61887099947687,0.15841405233482725,0.6864608934509181,1
Zentact,2008-09-01,2008-09-01,3,1,250000,1,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6094,0,0,250000.0,83333.33333333333,0.05993600262553331,12.429220196836383,0.05993600262553331,0.17980800787659992,0
Outside.in,2007-02-01,2009-12-08,9,5,14400000,5,5.8,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,6856,184,1041,2880000.0,1600000.0,0.26637252042007,16.48273883399067,0.26637252042007,0.479470536756126,1
Salesforce Buddy Media,2007-09-01,2011-08-15,24,5,90000000,3,3.8,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,6460,0,1444,18000000.0,3750000.0,0.16962074303405572,18.31532023940565,0.28270123839009287,1.3569659442724458,1
